"ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","Complain","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","Response","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Income","Z_CostContact","Z_Revenue","Response_Total","Age","Age_Group"
8726,1964,"2n Cycle",Divorced,,1,1,"04-29-2014",57,0,77,8,44,10,10,25,5,0,0,0,0,0,0,3,1,4,6," $41,713.00 ","","","0",62,"56+"
8727,1978,Graduation,Divorced,,0,1,"10-14-2013",63,0,587,43,337,42,87,54,3,0,0,0,0,0,0,11,6,9,6," $63,693.00 ","","","0",48,"46-55"
8732,1969,Master,Widow,,0,1,"11-17-2012",81,0,1298,0,70,37,14,42,4,0,0,0,1,1,1,7,4,10,4," $67,369.00 ","","","3",57,"56+"
8737,1978,Graduation,Divorced,,0,1,"05-04-2014",22,0,29,1,9,2,0,2,1,0,0,0,0,0,0,2,0,3,3," $55,563.00 ","","","0",48,"46-55"
8746,1989,Graduation,Married,,1,0,"05-04-2014",28,0,800,0,297,0,34,57,2,1,0,0,1,0,0,2,5,10,6," $75,433.00 ","","","2",37,"36-45"
8749,1984,Graduation,Together,,1,0,"01-02-2014",68,0,20,2,9,4,6,20,1,0,0,0,0,0,0,1,1,2,4," $37,235.00 ","","","0",42,"36-45"
8754,1974,PhD,Together,,0,1,"05-16-2013",25,0,14,0,3,0,0,3,1,0,0,0,0,0,0,1,0,2,7," $45,068.00 ","","","0",52,"46-55"
8755,1946,Master,Married,,0,0,"02-20-2013",4,0,482,34,471,119,68,22,1,0,0,0,0,0,0,3,5,9,7," $68,657.00 ","","","0",80,"56+"
8773,1971,Master,Together,,0,1,"06-25-2013",22,0,280,0,18,0,0,24,3,0,0,0,1,0,0,5,1,6,7," $57,420.00 ","","","1",55,"46-55"
8775,1969,Graduation,Together,,1,0,"12-27-2013",74,0,39,0,56,20,8,14,3,0,0,0,0,0,0,3,1,3,7," $38,361.00 ","","","0",57,"56+"
8779,1985,"2n Cycle",Married,,1,0,"06-16-2013",13,0,56,4,76,17,1,18,4,0,0,1,0,0,1,4,1,3,9," $36,145.00 ","","","2",41,"36-45"
8780,1950,PhD,Together,,0,1,"06-13-2013",71,0,378,14,68,19,14,14,2,0,0,0,0,0,0,3,5,8,3," $59,292.00 ","","","0",76,"56+"
8783,1950,Graduation,Married,,0,1,"08-09-2012",40,0,296,13,104,11,13,17,3,0,0,0,0,0,0,4,2,9,3," $57,045.00 ","","","0",76,"56+"
8786,1956,Master,Married,,0,1,"05-26-2013",52,0,301,7,74,10,0,58,4,0,0,0,0,0,0,6,1,7,6," $62,058.00 ","","","0",70,"56+"
8789,1989,"2n Cycle",Married,,1,0,"11-01-2014",77,0,35,40,111,36,40,12,3,0,0,0,0,0,0,3,1,7,4," $59,060.00 ","","","0",37,"36-45"
8799,1984,PhD,Married,,1,0,"09-23-2013",6,0,70,6,69,2,3,3,3,0,0,0,0,0,0,3,1,4,7," $38,175.00 ","","","0",42,"36-45"
8800,1943,PhD,Divorced,,0,0,"01-02-2013",53,0,437,8,206,160,49,42,2,0,0,1,0,0,1,7,10,5,6," $48,948.00 ","","","2",83,"56+"
8805,1960,Graduation,Single,,0,1,"02-12-2012",1,0,283,10,38,0,13,27,4,0,0,0,0,0,0,7,2,4,8," $48,904.00 ","","","0",66,"56+"
8812,1979,"2n Cycle",Divorced,,1,0,"10-03-2013",45,0,12,3,8,8,0,17,2,0,0,0,0,0,0,2,0,3,7," $13,533.00 ","","","0",47,"46-55"
8825,1962,Graduation,Together,,1,1,"01-04-2013",46,0,230,14,156,82,24,58,8,0,0,0,0,0,0,9,2,5,8," $51,195.00 ","","","0",64,"56+"
8832,1976,Master,Together,,1,0,"12-09-2012",24,0,37,5,56,12,8,5,2,0,0,0,0,0,0,3,0,4,7," $37,509.00 ","","","0",50,"46-55"
8842,1971,Graduation,Widow,,1,1,"12-25-2012",33,0,15,0,12,7,3,7,3,0,0,0,0,0,0,2,0,3,7," $30,372.00 ","","","0",55,"46-55"
8852,1976,Graduation,Married,,0,1,"08-31-2012",80,0,387,126,342,0,45,180,5,0,0,0,0,0,0,8,4,11,6," $61,064.00 ","","","0",50,"46-55"
8858,1972,PhD,Married,,0,1,"07-03-2013",69,0,516,0,21,0,0,5,4,0,0,0,1,0,0,8,2,7,8," $44,325.00 ","","","1",54,"46-55"
8867,1988,PhD,Married,,0,0,"08-31-2012",90,0,864,134,768,150,38,172,1,0,0,0,0,0,0,4,10,5,3," $67,546.00 ","","","0",38,"36-45"
8870,1984,Graduation,Together,,1,0,"11-13-2012",68,0,75,12,141,43,39,187,6,0,0,0,0,0,1,6,1,5,8," $35,196.00 ","","","1",42,"36-45"
8876,1963,PhD,Together,,1,1,"08-08-2012",49,0,132,0,16,0,0,4,5,0,0,0,0,0,0,3,1,4,9," $33,629.00 ","","","0",63,"56+"
8890,1971,PhD,Divorced,,1,1,"05-30-2014",1,0,155,7,80,13,7,10,3,0,0,0,0,0,0,5,1,5,6," $65,808.00 ","","","0",55,"46-55"
8895,1985,Graduation,Single,,0,0,"05-10-2012",68,0,347,44,534,17,0,26,1,0,0,0,0,0,0,3,5,12,2," $70,596.00 ","","","0",41,"36-45"
8897,1965,Graduation,Single,,1,1,"04-24-2013",9,0,392,5,91,28,26,112,8,0,0,0,0,0,1,7,3,7,8," $42,720.00 ","","","1",61,"56+"
8908,1959,Graduation,Married,,0,0,"08-05-2014",35,0,217,76,690,50,26,38,1,0,0,0,0,0,1,3,11,5,1," $87,195.00 ","","","1",67,"56+"
8910,1955,Graduation,Together,,1,1,"10-29-2012",7,0,194,2,56,0,0,0,5,0,0,0,0,0,1,4,1,6,8," $42,586.00 ","","","1",71,"56+"
8911,1967,PhD,Married,,0,1,"08-04-2013",11,0,201,53,172,116,77,83,3,0,0,0,0,0,0,5,4,9,4," $56,320.00 ","","","0",59,"56+"
8916,1975,Graduation,Divorced,,2,0,"07-23-2013",78,0,9,1,5,0,0,1,1,0,0,0,0,0,0,0,0,3,5," $36,627.00 ","","","0",51,"46-55"
8920,1967,Master,Single,,1,0,"12-01-2013",4,0,448,40,469,80,0,91,3,0,0,0,0,0,0,11,2,12,7," $59,235.00 ","","","0",59,"56+"
8923,1973,Graduation,Single,,0,0,"04-18-2013",12,0,514,22,732,42,198,79,1,0,0,0,0,0,1,6,7,7,3," $83,917.00 ","","","1",53,"46-55"
8925,1965,Master,Married,,0,1,"03-07-2013",38,0,512,53,98,81,179,89,3,0,0,0,0,0,0,8,5,10,5," $70,053.00 ","","","0",61,"56+"
8931,1986,Graduation,Together,,1,0,"05-18-2014",82,0,812,99,431,237,149,33,1,1,0,0,0,0,0,11,4,10,5," $83,033.00 ","","","1",40,"36-45"
8932,1969,Master,Together,,0,1,"10-29-2012",57,0,960,28,183,220,70,70,4,0,0,0,0,0,0,9,6,6,6," $65,176.00 ","","","0",57,"56+"
8933,1983,"2n Cycle",Married,,1,0,"12-05-2014",16,0,26,3,23,4,7,3,2,0,0,0,0,0,0,2,0,4,6," $32,146.00 ","","","0",43,"36-45"
8939,1959,Graduation,Divorced,,0,1,"12-16-2012",49,0,382,138,65,60,26,59,6,0,0,0,0,0,0,5,2,12,5," $61,250.00 ","","","0",67,"56+"
8945,1970,Graduation,Divorced,,0,1,"08-16-2013",46,0,171,0,11,0,1,20,2,0,0,0,0,0,0,4,1,4,6," $54,137.00 ","","","0",56,"56+"
8952,1953,Master,Married,,0,1,"05-11-2012",96,0,397,46,288,20,38,70,2,0,0,0,0,0,0,6,5,10,3," $65,569.00 ","","","0",73,"56+"
8953,1965,Master,Single,,2,1,"06-05-2013",94,0,27,0,5,0,0,3,2,0,0,0,0,0,0,1,0,3,8," $35,791.00 ","","","0",61,"56+"
8955,1957,PhD,Together,,0,2,"02-16-2014",54,0,35,0,4,0,0,10,1,0,0,1,0,0,0,1,1,2,5," $40,451.00 ","","","1",69,"56+"
8957,1952,"2n Cycle",Single,,1,1,"10-06-2013",51,0,480,86,249,75,86,144,8,0,0,0,0,0,0,6,3,5,6," $64,831.00 ","","","0",74,"56+"
8962,1975,Master,Married,,1,1,"04-17-2014",18,0,26,0,8,0,0,3,2,0,0,0,0,0,0,2,0,3,5," $44,319.00 ","","","0",51,"46-55"
8969,1977,Graduation,Married,,0,1,"01-16-2013",59,0,548,31,422,0,112,28,4,0,0,0,0,0,0,5,5,11,3," $71,855.00 ","","","0",49,"46-55"
8970,1972,PhD,Married,,0,1,"10-23-2012",93,0,371,22,39,6,0,92,4,0,0,0,0,0,0,6,2,7,5," $62,010.00 ","","","0",54,"46-55"
8975,1968,Graduation,Married,,1,1,"01-26-2014",47,0,14,3,21,2,1,28,4,0,0,1,0,0,0,3,1,2,8," $19,514.00 ","","","1",58,"56+"
8977,1985,Basic,Single,,0,0,"12-01-2013",51,0,1,3,4,2,3,11,1,0,0,0,0,0,0,0,0,3,4," $16,581.00 ","","","0",41,"36-45"
8985,1964,"2n Cycle",Together,,0,1,"04-11-2012",54,0,806,80,161,120,11,33,5,0,0,0,0,0,0,10,7,10,6," $68,316.00 ","","","0",62,"56+"
8996,1957,PhD,Married,,2,1,"11-19-2012",4,0,230,42,192,49,37,53,12,0,0,0,0,0,0,7,2,8,9,"","","","0",69,"56+"
9010,1972,Master,Married,,0,0,"10-02-2013",80,0,968,147,842,137,42,210,1,1,0,1,0,1,1,5,7,10,2," $83,151.00 ","","","4",54,"46-55"
9014,1975,Graduation,Married,,1,1,"06-26-2014",65,0,39,1,16,2,0,3,4,0,0,0,0,0,0,3,0,3,8," $37,085.00 ","","","0",51,"46-55"
9029,1972,PhD,Married,,0,0,"01-26-2013",73,0,707,44,603,95,58,29,1,0,0,0,0,0,0,2,8,12,1," $70,116.00 ","","","0",54,"46-55"
9058,1955,Graduation,Widow,,0,0,"09-23-2012",65,0,1060,21,530,32,0,224,1,1,0,1,0,1,1,5,11,5,3," $79,800.00 ","","","4",71,"56+"
9064,1982,Graduation,Married,,0,0,"09-11-2012",10,0,823,25,459,124,29,95,1,0,0,0,0,1,1,6,6,7,4," $69,109.00 ","","","2",44,"36-45"
9076,1980,PhD,Married,,1,0,"05-01-2013",44,0,155,1,25,0,1,3,4,0,0,0,0,0,0,4,1,4,8," $30,732.00 ","","","0",46,"46-55"
9080,1972,PhD,Single,,1,1,"06-22-2013",2,0,38,4,22,3,3,3,3,0,0,0,0,0,0,3,0,3,8," $38,578.00 ","","","0",54,"46-55"
9081,1988,Graduation,Single,,1,0,"05-18-2014",58,0,4,1,6,4,1,9,1,0,0,0,0,0,0,1,1,2,5," $20,518.00 ","","","0",38,"36-45"
9094,1955,"2n Cycle",Married,,0,1,"03-08-2012",39,0,313,15,47,20,0,192,2,0,0,0,0,0,1,7,4,3,6," $62,972.00 ","","","1",71,"56+"
9097,1956,Graduation,Divorced,,0,1,"03-11-2013",34,0,244,8,32,7,2,50,4,0,0,0,0,0,0,3,1,8,4," $46,086.00 ","","","0",70,"56+"
9119,1950,Graduation,Together,,0,1,"05-12-2013",27,0,208,17,76,36,17,38,2,0,0,0,0,0,0,3,3,7,2," $60,905.00 ","","","0",76,"56+"
9120,1962,Graduation,Single,,0,1,"05-12-2012",80,0,747,10,161,65,40,42,4,0,0,0,0,0,0,4,2,9,8," $66,565.00 ","","","0",64,"56+"
9121,1972,Graduation,Married,,1,0,"05-20-2013",40,0,1218,16,272,104,0,80,2,1,0,0,1,1,1,5,3,6,6," $80,134.00 ","","","4",54,"46-55"
9135,1950,Graduation,Together,,1,1,"06-08-2012",92,0,13,2,21,4,0,24,2,0,0,0,0,0,0,1,1,2,8," $27,203.00 ","","","0",76,"56+"
9140,1960,"2n Cycle",Together,,1,1,"12-25-2013",89,0,51,4,24,4,7,1,2,0,0,0,0,0,0,2,0,4,6," $50,523.00 ","","","0",66,"56+"
9145,1972,Graduation,Single,,0,1,"06-04-2013",43,0,604,26,470,123,161,94,2,0,0,0,0,0,0,5,9,6,2," $72,504.00 ","","","0",54,"46-55"
9150,1963,PhD,Single,,1,1,"12-04-2014",21,0,52,0,9,0,0,1,2,0,0,0,0,0,0,1,0,4,4," $48,918.00 ","","","0",63,"56+"
9153,1964,PhD,Married,,0,1,"07-29-2013",81,0,418,61,428,80,51,10,3,0,0,0,0,0,0,7,8,10,5," $59,304.00 ","","","0",62,"56+"
9166,1968,Graduation,Married,,0,1,"09-08-2013",57,0,387,84,141,73,35,162,3,0,0,0,0,0,0,4,4,12,2," $63,967.00 ","","","0",58,"56+"
9167,1956,Graduation,Married,,0,1,"03-26-2013",72,0,465,71,250,93,35,62,3,0,0,0,0,0,0,9,2,12,6," $67,131.00 ","","","0",70,"56+"
9185,1966,PhD,Single,,0,0,"10-28-2013",38,0,452,20,514,13,30,0,3,0,0,0,0,0,1,4,6,5,3," $69,759.00 ","","","1",60,"56+"
9197,1953,Graduation,Married,,0,1,"02-24-2014",92,0,32,0,5,2,0,8,2,0,0,0,0,0,0,2,0,3,5," $39,722.00 ","","","0",73,"56+"
9204,1970,Graduation,Widow,,0,1,"12-09-2012",33,0,371,159,194,58,106,141,4,0,0,0,0,0,0,4,3,6,3," $66,731.00 ","","","0",56,"56+"
9206,1968,Graduation,Together,,0,1,"07-01-2014",36,0,491,48,231,112,105,134,2,0,0,0,0,1,0,5,7,12,1," $77,382.00 ","","","1",58,"56+"
9209,1971,Master,Together,,0,0,"10-14-2012",85,0,829,138,430,60,92,15,1,0,0,0,0,0,0,4,6,13,2," $80,573.00 ","","","0",55,"46-55"
9212,1962,Master,Married,,0,1,"02-14-2013",17,0,1205,0,235,19,14,205,6,0,0,0,0,0,0,6,3,13,7," $72,828.00 ","","","0",64,"56+"
9213,1970,Graduation,Widow,,1,0,"10-31-2012",13,0,4,1,5,2,0,3,1,0,0,0,0,0,0,1,0,2,8," $31,880.00 ","","","0",56,"56+"
9214,1991,Graduation,Married,,0,0,"08-16-2013",48,0,179,2,64,38,17,58,1,0,0,0,0,0,0,5,1,6,5," $42,691.00 ","","","0",35,"26-35"
9215,1980,PhD,Married,,1,0,"12-12-2012",19,0,378,0,101,0,0,72,5,0,0,0,0,0,0,6,4,6,7," $43,974.00 ","","","0",46,"46-55"
9216,1971,Graduation,Married,,1,1,"01-23-2014",34,0,23,2,11,3,1,4,2,0,0,0,0,0,0,2,0,3,6," $35,788.00 ","","","0",55,"46-55"
9220,1971,Graduation,Single,,0,0,"01-17-2013",58,0,576,172,961,125,115,19,1,0,0,0,0,0,1,8,6,5,3," $91,700.00 ","","","1",55,"46-55"
9224,1972,PhD,Single,,0,1,"12-12-2012",81,0,825,8,53,11,0,242,2,0,0,0,0,0,0,8,10,5,6," $55,260.00 ","","","0",54,"46-55"
9235,1957,Graduation,Single,,1,1,"05-27-2014",45,0,7,0,8,2,0,1,1,0,0,0,0,0,0,1,0,2,7,"","","","0",69,"56+"
9239,1961,Master,Married,,0,2,"07-26-2013",94,0,92,4,18,3,3,6,1,0,0,0,0,0,0,2,1,4,3," $61,923.00 ","","","0",65,"56+"
9240,1971,PhD,Single,,0,1,"07-02-2014",73,0,458,0,24,6,4,34,2,0,0,0,0,0,0,6,2,8,6," $60,504.00 ","","","0",55,"46-55"
9242,1990,Graduation,Single,,0,0,"08-17-2013",19,0,836,185,575,24,25,77,1,0,0,1,0,0,1,6,3,9,4," $64,509.00 ","","","2",36,"36-45"
9246,1985,Master,Together,,1,0,"10-14-2012",73,0,171,3,129,26,24,62,4,0,0,0,0,0,0,6,1,6,7," $40,101.00 ","","","0",41,"36-45"
9256,1971,Graduation,Single,,0,1,"04-01-2013",5,0,493,26,206,116,80,80,4,0,0,0,0,0,0,8,3,12,6," $58,350.00 ","","","0",55,"46-55"
9260,1945,PhD,Married,,0,0,"05-11-2012",20,0,1349,16,249,43,16,33,2,0,0,0,0,0,0,10,6,9,6," $70,356.00 ","","","0",81,"56+"
9262,1984,"2n Cycle",Together,,0,0,"04-07-2013",11,0,20,6,5,0,9,12,1,0,0,1,0,0,0,1,0,3,7," $32,414.00 ","","","1",42,"36-45"
9264,1986,Graduation,Married,,0,0,"04-27-2014",1,0,423,42,706,73,197,197,1,0,0,0,0,0,0,4,8,9,2," $79,529.00 ","","","0",40,"36-45"
9265,1953,Graduation,Married,,0,1,"09-01-2013",74,0,925,64,179,133,12,77,2,0,0,0,0,0,0,9,4,6,5," $75,027.00 ","","","0",73,"56+"
9274,1961,Master,Married,,0,0,"03-28-2013",44,0,525,147,112,219,147,63,1,1,0,0,0,0,0,6,7,9,2," $80,950.00 ","","","1",65,"56+"
9283,1978,Graduation,Single,,1,2,"12-09-2013",49,0,8,1,7,2,0,0,1,0,0,0,0,0,0,0,0,3,4," $60,199.00 ","","","0",48,"46-55"
9284,1958,Graduation,Together,,0,1,"08-06-2013",21,0,620,16,165,0,24,82,5,0,0,0,0,0,0,5,5,12,5," $53,977.00 ","","","0",68,"56+"
9286,1960,Master,Together,,0,0,"10-10-2012",93,0,407,28,100,120,74,18,1,0,0,0,0,0,0,5,9,4,3," $83,151.00 ","","","0",66,"56+"
9289,1979,Graduation,Married,,1,0,"10-04-2014",16,0,29,1,17,0,3,13,1,0,0,0,0,0,1,2,1,2,8," $36,781.00 ","","","1",47,"46-55"
9291,1959,Master,Married,,0,1,"03-23-2014",25,0,8,2,4,0,0,1,1,0,0,0,0,0,0,0,0,3,5," $34,242.00 ","","","0",67,"56+"
9292,1952,Graduation,Married,,0,0,"10-26-2012",74,0,324,132,693,27,118,88,1,0,0,0,0,0,0,4,11,7,2," $81,795.00 ","","","0",74,"56+"
9298,1947,PhD,Together,,0,0,"04-28-2014",89,0,1252,0,465,46,35,0,1,0,0,0,1,1,0,4,5,8,1," $81,574.00 ","","","2",79,"56+"
9303,1976,Graduation,Married,,0,1,"07-30-2013",12,0,12,4,7,1,3,5,0,0,0,0,0,0,0,1,0,0,13," $5,305.00 ","","","0",50,"46-55"
9305,1976,"2n Cycle",Single,,0,0,"12-05-2013",65,0,311,26,640,180,37,121,1,0,0,0,0,0,0,4,9,13,2," $79,689.00 ","","","0",50,"46-55"
9308,1954,Graduation,Married,,0,0,"11-05-2013",51,0,398,61,265,138,61,53,1,0,0,0,0,0,0,3,4,6,1," $62,820.00 ","","","0",72,"56+"
9316,1952,Basic,Together,,0,0,"02-11-2013",29,0,2,0,7,3,7,10,1,0,0,0,0,0,0,1,0,3,6," $13,084.00 ","","","0",74,"56+"
9323,1949,Master,Together,,0,1,"07-09-2012",5,0,520,8,223,32,49,42,4,0,0,1,0,0,1,10,5,7,8," $49,912.00 ","","","2",77,"56+"
9336,1969,PhD,Widow,,0,1,"03-22-2014",38,0,512,0,83,0,0,41,3,0,0,0,0,0,0,6,2,10,4," $62,187.00 ","","","0",57,"56+"
9347,1956,Master,Together,,0,1,"06-21-2013",49,0,31,0,7,2,0,6,1,0,0,0,0,0,0,1,0,3,5," $50,943.00 ","","","0",70,"56+"
9349,1985,Graduation,Married,,0,0,"12-19-2013",84,0,693,21,118,110,147,42,1,1,0,0,0,1,0,6,5,11,2," $92,533.00 ","","","2",41,"36-45"
9353,1959,Graduation,Single,,0,1,"06-01-2014",61,0,515,47,267,62,66,38,2,0,0,0,1,0,0,5,5,4,3," $62,450.00 ","","","1",67,"56+"
9360,1982,Graduation,Married,,0,0,"08-08-2012",41,0,86,2,73,69,38,48,1,0,0,0,0,0,0,4,2,5,8," $37,040.00 ","","","0",44,"36-45"
9362,1965,Graduation,Single,,0,1,"05-03-2014",14,0,492,5,32,13,5,21,1,0,0,0,1,0,0,9,1,7,6," $69,263.00 ","","","1",61,"56+"
9365,1976,PhD,Single,,0,1,"12-22-2012",57,0,1048,0,217,0,0,12,5,0,0,0,0,0,0,11,3,5,6," $60,000.00 ","","","0",50,"46-55"
9369,1979,"2n Cycle",Single,,0,1,"03-19-2014",19,0,688,14,309,201,24,38,1,1,0,1,0,0,1,11,10,10,5," $88,194.00 ","","","3",47,"46-55"
9370,1945,PhD,Married,,0,0,"05-17-2013",68,0,562,81,276,80,40,81,1,0,0,0,0,0,0,6,3,6,4," $65,846.00 ","","","0",81,"56+"
9381,1978,Graduation,Married,,1,1,"12-06-2013",57,0,328,9,124,12,24,109,7,0,0,0,0,0,0,4,2,10,3," $66,373.00 ","","","0",48,"46-55"
9384,1978,Graduation,Married,,1,1,"12-06-2013",57,0,328,9,124,12,24,109,7,0,0,0,0,0,0,4,2,10,3," $66,373.00 ","","","0",48,"46-55"
9386,1962,Graduation,Together,,0,1,"05-29-2014",88,0,274,0,21,4,6,15,1,0,0,0,1,0,0,5,1,6,6," $50,127.00 ","","","1",64,"56+"
9392,1971,Graduation,Single,,1,0,"08-05-2014",17,0,4,1,11,0,0,1,1,0,0,0,0,0,0,1,0,2,7," $26,954.00 ","","","0",55,"46-55"
9396,1978,PhD,Married,,1,0,"11-23-2012",31,0,9,0,6,4,1,5,1,0,0,0,0,0,0,1,0,2,9," $37,717.00 ","","","0",48,"46-55"
9400,1958,"2n Cycle",Single,,0,0,"06-21-2014",73,0,630,26,611,44,18,54,1,0,0,0,0,0,0,6,6,6,2," $85,485.00 ","","","0",68,"56+"
9405,1954,PhD,Married,,1,1,"10-15-2012",40,0,84,3,61,2,1,21,3,0,0,0,0,0,1,3,1,4,7," $52,869.00 ","","","1",72,"56+"
9422,1989,Graduation,Married,,1,0,"05-31-2013",26,0,36,2,42,20,21,10,2,0,0,0,0,0,0,2,1,4,3," $38,360.00 ","","","0",37,"36-45"
9423,1979,Master,Married,,1,0,"02-23-2014",49,0,13,3,17,7,3,3,2,0,0,0,0,0,0,2,0,4,5," $32,765.00 ","","","0",47,"46-55"
9426,1964,Master,Single,,0,1,"12-01-2013",77,0,691,0,69,10,0,130,4,0,0,0,0,0,0,2,6,3,8," $58,308.00 ","","","0",62,"56+"
9432,1977,Graduation,Together,,1,0,"02-06-2013",23,0,9,14,18,8,1,12,4,0,0,0,0,0,0,3,1,3,6," $666,666.00 ","","","0",49,"46-55"
9449,1958,PhD,Single,,0,1,"04-10-2013",32,0,415,5,124,15,35,11,1,0,0,0,0,0,0,5,2,11,3," $79,761.00 ","","","0",68,"56+"
9451,1965,Graduation,Married,,0,1,"11-25-2012",92,0,811,76,428,99,137,107,3,0,0,0,0,0,0,10,4,9,7," $73,538.00 ","","","0",61,"56+"
9460,1963,Graduation,Married,,0,0,"04-18-2013",74,0,30,3,47,19,21,42,1,0,0,0,0,0,0,3,2,2,8," $22,419.00 ","","","0",63,"56+"
9463,1959,Graduation,Together,,0,1,"11-13-2012",16,0,931,56,253,91,98,14,4,0,0,0,0,0,0,9,5,7,5," $71,706.00 ","","","0",67,"56+"
9467,1984,Graduation,Single,,1,0,"11-05-2014",51,0,3,2,10,3,0,2,1,0,0,0,0,0,0,1,0,3,6," $34,738.00 ","","","0",42,"36-45"
9477,1954,PhD,Married,,0,1,"11-01-2014",0,0,384,0,102,21,32,5,3,0,0,0,0,0,0,6,2,9,4," $65,324.00 ","","","0",72,"56+"
9478,1985,Graduation,Single,,1,0,"08-14-2012",30,0,91,64,128,65,3,50,2,0,0,0,0,0,0,4,3,6,3," $66,503.00 ","","","0",41,"36-45"
9481,1976,Graduation,Married,,1,0,"01-28-2014",80,0,9,9,11,13,10,16,4,0,0,0,0,0,0,3,1,3,8," $17,148.00 ","","","0",50,"46-55"
9483,1959,Graduation,Together,,0,1,"08-19-2013",24,1,290,59,177,77,5,29,7,0,0,0,0,0,0,4,6,8,3," $57,957.00 ","","","0",67,"56+"
9485,1986,PhD,Married,,0,0,"10-03-2014",23,0,102,9,49,24,3,12,1,0,0,0,0,0,0,2,1,6,4," $45,921.00 ","","","0",40,"36-45"
9491,1984,Graduation,Together,,1,0,"12-27-2013",68,0,14,1,21,2,3,25,3,0,0,0,0,0,0,3,1,3,7," $23,976.00 ","","","0",42,"36-45"
9493,1980,PhD,Single,,0,0,"05-05-2013",15,0,840,53,804,23,71,17,1,1,0,0,0,1,1,5,4,8,3," $76,412.00 ","","","3",46,"46-55"
9495,1982,Graduation,Together,,0,0,"08-05-2013",29,0,358,108,413,141,97,32,1,0,0,0,0,0,0,2,8,6,1," $71,853.00 ","","","0",44,"36-45"
9499,1954,Graduation,Married,,1,2,"07-05-2013",97,0,1279,15,287,20,0,15,3,0,0,0,1,1,0,3,4,7,5," $93,404.00 ","","","2",72,"56+"
9500,1959,Graduation,Married,,0,1,"01-25-2013",66,1,221,104,169,102,78,84,3,0,0,0,0,0,0,9,2,8,7," $58,113.00 ","","","0",67,"56+"
9503,1980,Graduation,Single,,0,0,"08-29-2012",65,0,39,33,130,41,26,44,2,0,0,0,0,0,0,5,1,5,8," $28,071.00 ","","","0",46,"46-55"
9504,1949,Master,Married,,0,0,"06-11-2013",4,0,179,28,520,111,123,47,1,0,0,0,0,0,1,3,8,13,1," $81,698.00 ","","","1",77,"56+"
9507,1975,Graduation,Married,,0,1,"07-04-2013",18,0,261,23,73,4,23,50,2,0,0,0,0,0,0,6,3,5,7," $40,794.00 ","","","0",51,"46-55"
9516,1971,"2n Cycle",Divorced,,0,0,"08-18-2012",90,0,620,54,239,99,98,119,2,0,1,0,1,0,1,9,7,10,7," $49,118.00 ","","","3",55,"46-55"
9523,1982,Graduation,Together,,1,0,"08-17-2013",95,0,5,0,8,2,0,0,1,0,0,0,0,0,0,0,0,3,4," $40,479.00 ","","","0",44,"36-45"
9529,1990,Graduation,Married,,0,0,"11-28-2013",8,0,559,153,503,218,13,181,1,1,0,0,0,0,1,3,9,9,2," $73,687.00 ","","","2",36,"36-45"
9530,1988,Graduation,Married,,1,0,"01-11-2012",16,0,5,3,4,4,1,0,1,0,0,0,0,0,0,1,0,2,8," $24,645.00 ","","","0",38,"36-45"
9543,1985,Graduation,Married,,1,0,"11-14-2013",74,0,3,6,5,0,2,6,1,0,0,0,0,0,0,0,0,3,7," $19,986.00 ","","","0",41,"36-45"
9553,1987,Graduation,Married,,0,0,"09-01-2013",94,0,0,2,3,4,1,5,1,0,0,0,0,0,0,0,0,3,6," $7,500.00 ","","","0",39,"36-45"
9559,1961,PhD,Married,,0,1,"01-24-2014",79,0,944,0,60,0,0,30,2,0,0,1,0,0,0,7,5,13,5," $57,072.00 ","","","1",65,"56+"
9560,1965,Graduation,Together,,0,0,"03-03-2013",18,0,856,61,570,40,25,122,1,0,0,0,0,1,1,7,6,8,3," $83,003.00 ","","","2",61,"56+"
9576,1982,PhD,Together,,1,0,"11-02-2013",60,0,86,4,56,2,4,7,3,0,0,0,0,0,0,4,0,4,9," $32,313.00 ","","","0",44,"36-45"
9579,1959,PhD,Married,,2,1,"07-07-2013",61,0,53,1,34,2,0,16,3,0,0,0,0,0,0,2,2,2,8," $33,762.00 ","","","0",67,"56+"
9589,1948,PhD,Widow,,0,0,"05-04-2014",54,0,332,194,377,149,125,57,0,0,0,0,0,0,0,4,6,7,1," $82,032.00 ","","","0",78,"56+"
9592,1983,Graduation,Together,,1,0,"06-30-2013",51,0,11,2,9,3,0,8,2,0,0,0,0,0,0,2,0,3,8," $22,010.00 ","","","0",43,"36-45"
9595,1961,Graduation,Together,,0,0,"11-01-2013",1,0,539,169,816,20,0,30,1,0,0,0,0,0,1,4,5,4,3," $64,260.00 ","","","1",65,"56+"
9596,1980,PhD,Single,,0,0,"12-23-2013",19,0,365,32,117,34,110,6,1,0,0,0,0,0,0,3,3,13,2," $65,295.00 ","","","0",46,"46-55"
9597,1969,Graduation,Married,,0,0,"10-02-2014",10,0,236,106,189,23,41,130,1,0,0,0,0,0,0,7,2,9,4," $73,448.00 ","","","0",57,"56+"
